"t_id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","c1"
11721,106967831,102920514,103630182,78124948,87609342,112325616,109840965,112459961,109053027,109446266,104623965,94638029,103546896,102493899,"c1_20"
4417,91115940,85701478,109136140,95881824,92527016,105909067,95115101,82143793,110369469,86129949,94744268,93838719,109750320,107023577,"c1_3"
11931,96481776,102526645,93890601,65080707,71783501,127140813,122571744,99745863,102764506,86905610,87030287,87618174,127140233,126533869,"c1_21"
7013,85476695,119038853,94112688,102630318,103268463,116436359,72351917,95424313,91758736,91488928,104989297,112197652,121825709,77103336,"c1_4"
16134,118885171,76684059,129807571,127139888,91886169,106959067,126140984,108267452,136611561,81264662,68696382,78119341,108541292,120094828,"c1_17"
6322,101777915,124082388,126357875,102236284,111711390,111164819,71304304,99702942,128583920,115561702,111673856,111149702,103812621,72487799,"c1_20"
101,122437409,114345784,124787911,78742749,102891750,127570137,127405005,106191516,104103861,80784829,81551894,104925142,120195263,131564005,"c1_23"
16698,96547816,97844787,94371883,77871806,87609342,75300869,110141166,95293062,104698125,80144716,79970986,94109781,83721722,117163514,"c1_3"
15849,127155547,86508339,136135304,133432720,132536954,95952901,99432720,99926063,135823497,76939463,98584113,93851404,109211284,121375796,"c1_8"
4139,86732652,85701478,105151199,79692529,76808193,95683741,86609467,94371894,117457342,104078392,93323265,88772260,89673229,86292292,"c1_9"
6245,92289979,77601526,105725226,101193023,102236160,91230839,121165641,81878471,98586919,76418488,88153048,82340681,102236798,126374327,"c1_23"
12186,117773709,92275140,119202420,90309566,91553793,84472360,94896473,113516702,122290233,87298331,88000292,88897640,91029527,97649591,"c1_5"
9001,76551374,114559335,94200679,101552131,122192477,83894656,112197733,76324140,90980038,119543344,93859808,94506093,77080110,82332487,"c1_11"
8178,91815938,77099676,88699148,77753360,82078883,100680224,105132638,101778352,91028363,76846401,81298943,82282775,109061249,121118985,"c1_10"
7598,85465200,90506905,82988001,114001857,82877716,106313072,122685853,100598305,104529155,108856094,74650776,111292623,115766833,117163514,"c1_17"
6649,96823999,82867426,82968641,72090301,72221729,65311178,116930026,93847599,92412180,77509818,73407799,82112284,66873118,120232188,"c1_11"
2534,111706310,81290030,72898190,121261721,132378983,89194569,93974780,119931910,74517403,125343084,98968283,70846122,84688957,71246204,"c1_11"
8532,71464377,119669130,77895981,102236284,115467495,111313449,110764032,71047289,81013052,92433211,81797078,112328751,115428512,111740014,"c1_5"
5134,101753227,76866345,120324300,91001861,98424393,101283850,126140984,101467817,122321068,80805942,80337656,77896539,103951474,125359693,"c1_23"
10361,97519617,114335735,115477769,126574024,117047296,111313449,72351917,82474870,109961111,135667419,137495940,119614936,102236798,77594857,"c1_3"
17276,102842218,114559335,120068367,97507525,112198664,84010514,99680720,99746013,123492360,86510339,87059149,106431787,89673229,101533916,"c1_15"
14358,76550539,103297525,130166337,125317623,126878096,110888771,98504379,81276708,129565795,126435294,131539570,106430672,108529311,105808553,"c1_23"
11801,77404830,114345784,79179439,90964895,98566229,106313072,104989402,99702942,86787432,114198352,131539570,117757715,109195089,86874475,"c1_8"
17151,72896251,110108200,68543429,108333195,127270931,94765410,93580941,70926938,68310137,126677263,98677736,88116254,84476137,70723578,"c1_11"
2638,96255486,71631429,114808046,77598671,72223287,100270407,110763273,100666288,115351300,72223558,74596355,78119015,104336603,125842483,"c1_3"
18433,122428330,97256214,119670641,101727958,111281786,127570137,81920006,119642836,116936590,125340101,124286626,93544944,126494615,76554283,"c1_5"
11817,72609550,91428387,120325191,102794263,115420057,115982757,99615620,64979389,123788130,105403634,94976406,76746723,109270067,91748406,"c1_14"
10289,66848218,77039061,114820132,114864300,116075728,71839091,99420010,64111963,122305554,76939463,80499142,77725957,70562453,111150935,"c1_3"
6867,100805067,76286350,73926973,65267488,77070534,79729925,106128144,105513742,69480806,72233039,73723237,78119015,84151669,117163514,"c1_15"
7926,91661911,124146464,84443755,91508282,76112741,133903801,87480315,95222672,80623350,92413058,118495825,117987328,127192985,120232188,"c1_14"
13557,118261722,133807812,108654886,131268675,132529987,122232691,93759120,125098979,117256504,85984255,80105445,129009625,120331260,96470832,"c1_1"
1610,101777455,103568029,94200679,108345591,77370960,128204659,115365707,82357190,80097387,126435294,119015421,112516711,132841675,96472619,"c1_7"
7066,73258086,123212132,78808710,126615614,127069427,105917649,81675758,69196667,75308608,80805942,87713797,128523084,97554934,92312812,"c1_5"
7869,87087926,85991007,100405530,78742749,82947392,83372885,87080204,94502942,104326755,81404019,85990689,87309230,89857885,97053760,"c1_3"
8401,100805067,81241430,115621121,65145411,67175059,83686136,127405005,89957875,117182086,68294453,68163609,72102850,83721722,126147312,"c1_8"
15711,106195323,70656414,105381893,72586012,82909972,90446146,120881382,113249066,117334131,71154840,74449024,72496421,89391293,125842483,"c1_12"
15475,112218735,103568029,103809116,71243004,70909954,123209223,65423915,108265926,109367617,110941715,125043296,88116254,120732573,72487799,"c1_9"
14738,118261722,113365043,90441903,83503250,81380954,117975601,86517939,113258178,81800285,98306186,110385523,112706781,102978637,102498304,"c1_5"
5734,81790888,110261065,100139350,92012780,92853089,79692338,111728321,77726219,92931255,92321610,98584113,99352576,77691610,121667689,"c1_5"
16123,77931229,76866345,78289648,70778931,71319648,106562202,81536496,75509008,75497983,71297758,72876454,70723731,102978637,81844874,"c1_18"
19401,97287176,128290652,93857717,102297961,110755851,111681926,71579783,90571569,91420237,135417284,137188140,122705044,109966093,76821637,"c1_3"
4434,112751422,128844752,114820132,101585400,122159298,127926409,88730785,119860391,110106996,126353409,111981080,111673344,115675622,97337989,"c1_10"
10192,106755571,118718102,73465883,114087997,127439076,128752983,82011413,114834765,75759621,98050527,93272589,106226218,126029318,80809233,"c1_15"
12160,82054859,97541454,114090148,72586012,81476009,127140813,105899798,76946204,129765178,81404019,93859808,87818284,127035024,106202854,"c1_21"
8304,76348266,127521199,83886093,96864320,107191335,91234304,65022952,71626665,81286116,134705952,136839335,130921330,90994732,65142799,"c1_1"
18067,97396036,118491574,77883693,91001861,77370960,64383610,127404260,70778885,69218871,77071290,92821220,112706781,65142797,130817902,"c1_14"
11321,118795795,119670087,77596607,108345591,120480563,95679245,104103495,118900063,75263958,109446266,123719240,117987328,127139868,85991967,"c1_22"
9294,128732849,66453544,124455837,80252196,97641108,75120603,99616263,120061961,122771546,75635851,69010683,66577232,78720766,116271528,"c1_5"
3013,122683781,65021387,68681729,132659841,133305217,65274336,93464565,124061868,67602365,96540477,94965521,66704305,65814503,101533916,"c1_15"
10288,122837395,114188880,100401324,109087631,111387153,116436359,77744374,124130406,98648064,91258117,92800779,104598806,115543487,85672814,"c1_3"
3068,118099882,109172747,109352915,97010408,88611659,105468504,77271670,124783353,127971460,71799186,92808407,99881718,84218442,107219818,"c1_3"
3418,86002918,110110157,109130801,102274324,96511594,122421265,106183122,88219522,81133688,91002411,131539570,111441434,131072001,115346550,"c1_22"
10222,100437275,81241430,119276352,84777451,98304000,84199949,106025504,113258178,123233522,119800464,98022950,76837899,84151669,107219818,"c1_10"
1628,122224647,92348989,115494179,85328022,98288665,94765410,110764035,124127973,123742095,92281496,81298943,76546421,84940641,92312812,"c1_11"
5833,71546349,65520086,68747831,132644867,133306452,80528615,88699954,64761855,68911410,97047402,99769388,67240420,78568461,97085333,"c1_3"
8071,134283450,133351736,72740847,90466509,88874467,110712807,82084934,130625922,67711592,130384661,131392880,130089438,115127237,96593582,"c1_21"
15042,101310546,113268733,94371962,95881824,82909972,123169049,77729610,88604680,86130314,92106582,110614667,119545558,115428512,85466444,"c1_4"
2693,128283854,96770702,134679232,125925151,132390838,79194407,70926275,130810048,134795214,126879738,125895004,88116254,77018394,65150922,"c1_6"
9108,101310546,96665601,99134005,97283484,98435276,80510977,99265995,94109704,96716487,102768700,92755275,93878355,83893386,105676355,"c1_15"
2656,87627039,122945541,94375537,101983112,111160825,100203479,86923464,81282259,97011119,114110590,124641240,123797505,102777167,91750467,"c1_21"
18784,91934274,87023418,84877270,85507322,87476001,84333514,86393531,89668062,81544013,81534416,87690648,94634355,97669095,91488757,"c1_3"
15738,76738580,81330211,83944830,113886733,81269984,106587849,128190407,82057174,91758736,97317181,74715998,87097992,121133085,126586463,"c1_17"
19342,122428330,69731364,103936307,66060564,70779183,90703557,126635546,119642836,97521080,119560770,80337656,88202611,115675622,106299394,"c1_7"
4328,127022191,118901669,88699148,78912368,102236160,112549533,100202595,124059846,99760661,135660411,117968603,94634191,90736849,76973051,"c1_16"
8769,80817120,102898093,110104443,91817781,96511594,91030863,103841824,90467218,110369469,110968785,106064927,100405041,95193201,106585556,"c1_1"
19112,101753227,70656414,103936307,113834993,87687227,96232837,127959057,101579805,104335962,71644816,68685108,65143028,108158420,131141794,"c1_17"
18169,67903419,87649708,68354102,102236284,92840853,133269638,122421620,77875908,68327228,77358921,69210715,82906635,119801950,100794415,"c1_7"
2517,117310209,114347098,100401324,90308723,88097820,129003871,86773596,118621468,104857900,109969667,117965631,118380954,120199902,96859287,"c1_3"
2664,106639663,90506905,121111696,78700971,92853089,90836567,115979111,114590554,123492360,82033099,79365238,83969012,90853855,121084980,"c1_5"
17765,106639663,96665601,109638530,79727034,81638479,95952901,111280280,114590554,87035871,86915807,124641240,99156160,120331260,115348702,"c1_22"
16509,108037960,118759572,88801770,101712834,102663509,117455821,65546143,100377349,91291751,130416696,130292158,104857721,120684699,70130928,"c1_9"
1593,77202752,132888544,78389142,127014980,133785530,117975601,77070341,68949579,74517403,126126701,117178630,124384377,109446263,69805607,"c1_21"
953,76153876,87038659,114982912,96600157,87687227,84110017,86086851,63728389,98047646,86287223,99962759,87031924,89881387,85724316,"c1_8"
9748,81798007,119670087,78121737,121530796,127139841,123169049,81675758,76324140,75759621,114474791,117575645,112516711,120930156,92643596,"c1_4"
7872,87294507,97519395,84473122,91819159,72354637,64238212,88096801,75117862,85910054,120716670,99474761,117716894,65078582,91557539,"c1_13"
223,111706861,76684059,88875655,64676324,66191483,127143843,122454794,119860391,103551726,71852698,73612529,76546421,110142886,131564005,"c1_3"
2935,91934274,71004046,72898190,131336931,121765927,128986548,76066048,88604672,69209723,109701400,111214595,65801042,131940105,85590199,"c1_19"
18673,122391585,109172747,126094078,96745652,92350800,96232837,76290351,125139884,129875518,121959380,129260949,111292623,77858713,85987567,"c1_3"
1603,117773709,108782090,100140543,83532838,92603538,116411340,99393734,120128868,85910054,108665428,112206588,106988205,125802218,91557539,"c1_22"
5216,117313535,85701478,100532349,70976865,76075785,100923777,115538717,105513307,98450207,76817780,80337656,82167225,95158572,125963402,"c1_5"
13469,121646462,97131754,129868348,71874348,76808192,89130540,77271670,120694460,129765178,119796906,117442574,94634355,95682561,85987567,"c1_3"
17381,108003755,71319166,68393887,126091290,115736636,83369529,127372025,101495218,68911410,81152681,68784889,66075604,103951474,106430465,"c1_17"
10756,121774188,86573215,125346006,108659588,92013700,84609793,127402813,119916063,111676696,86510339,69210715,99614721,120382219,111725132,"c1_17"
7171,135004929,81414647,114090148,65188703,70909952,76419473,106698002,132121454,121902914,87298331,80184848,77716467,78173439,97484466,"c1_16"
14615,101777455,102236160,108692200,102308207,87851928,100459083,65421675,95427572,116531954,86638695,110624899,105415300,120930156,65681379,"c1_3"
973,80263533,109648579,99098969,121536546,120848626,106381520,76615607,82835823,98450207,130416926,129775817,99881718,108071592,70400694,"c1_18"
13498,107240709,76729800,100532445,78381075,67110007,84213901,115446492,100989746,99124395,67271543,87325503,82112284,89827846,131141794,"c1_14"
13354,87032630,113600294,93677843,78119327,82939619,80545560,109996625,82320099,86580569,103780118,131364184,117987328,120653959,110658876,"c1_22"
2795,117057226,113054448,93890601,79708446,107479765,116065442,116415660,114590554,99020519,114198352,85555220,93515529,103546896,92808756,"c1_16"
14814,132492240,85984421,99673722,108790271,97517879,79324894,86923464,126355983,85193799,126943271,130573154,93336798,115649809,80794254,"c1_24"
2885,122457520,132692261,83034156,73139098,76834712,122596630,81920006,119916063,79959361,126369940,129598621,130921330,120065456,96600089,"c1_21"
5019,86663833,128712862,78083765,102631440,127420763,133971960,121766289,82203669,80110141,119543344,85559185,112066573,121922672,106585556,"c1_16"
11669,76586134,70656252,115343403,78381157,88083789,71486023,115979111,94502942,122692783,77073283,73407799,76728455,71406905,125567062,"c1_10"
14255,91760483,86136451,109130801,78912368,75759617,127536109,111542298,100605373,110522264,75890796,79710209,84479016,121657726,116129792,"c1_3"
3854,112048360,87170614,119810020,114366325,102458265,79387966,105947360,95949393,121855059,80144716,105775239,87438340,90177536,116337064,"c1_14"
18513,117969131,76956199,94127109,77701213,87476001,65536007,120823023,120586260,98312385,75691182,80957059,66094571,66891202,131666591,"c1_20"
14443,73424336,113285614,136105840,132644869,132710524,91012485,70291363,69196667,134417750,120741100,112206588,94402972,84680142,77623296,"c1_5"
2442,71345247,77601526,68289009,125317623,127141168,122024242,86393531,71564303,69291395,126620504,123343966,77653842,120850716,101187588,"c1_4"
16056,122428330,92841891,103686633,125907058,102498509,64544520,121638143,108400327,115343420,86258213,72800385,106180354,64625396,121596370,"c1_17"
14834,117969131,90506905,124863897,107093924,117047725,66659331,104991782,125831465,128057733,114065579,110626543,87031924,64876902,106954895,"c1_15"
16954,81267035,114338805,98700548,114000631,121956374,122505169,94844091,82221540,92304656,126879738,125967954,100010981,121473298,96859287,"c1_15"
16212,117225561,97888975,108622994,91750527,87032482,89564329,111280280,118753240,103400438,87580539,80782412,76398034,90703562,111740014,"c1_11"
11735,118526741,127761032,108952624,101712834,111922311,105924181,76817792,118884978,104698125,130549066,130672442,124193187,104071525,71657653,"c1_1"
15409,66850762,113509300,124263138,109702263,111411611,64383610,110015454,64979389,123734396,114822303,124069706,99623903,66891202,107217357,"c1_8"
12127,92289979,113451618,68171104,97517592,102891750,95533755,110764035,76024677,75308608,91125479,94241523,94717585,95805596,111674400,"c1_11"
18019,91370110,118757065,120944967,97283484,92013700,96294178,76350177,90571569,116531954,126435294,129516650,117637120,104071525,77073765,"c1_4"
11745,122224647,86254138,109873517,72352499,66191557,128986548,120823023,119189418,103030598,71591637,75014601,82906635,110493719,120095632,"c1_11"
10752,102516205,86201338,103907723,84094445,66125835,111164819,127852006,94404632,86288692,72550878,80087130,100411826,125847170,131082661,"c1_24"
14673,128350769,97519395,129511678,121110937,115678518,76621202,110393823,125461300,135194869,86200799,98566537,93851404,77343249,121526757,"c1_14"
15176,76824605,114032843,104087053,119638694,122462283,116954263,86025190,77661106,109579277,68419846,74596352,124292346,89391293,91748406,"c1_3"
17064,77628265,77532770,68763639,108288006,116916749,101384304,65067494,81795460,75554333,126353409,137364637,67240117,89488999,65611153,"c1_8"
12275,80503338,103297525,78517416,101712382,108005672,95482737,76546162,81839511,75308608,97029655,99745819,93336798,97653317,85524933,"c1_3"
8980,81536505,103587309,131709678,78576747,76808192,110765719,116150985,77875908,117319534,125588425,125832869,87716711,103284830,116642589,"c1_8"
4887,86002918,69611049,83361817,127139862,112328993,89136910,127026795,82835823,85983373,86639003,69140485,65786825,115968675,101187585,"c1_17"
15197,76153736,124544815,129868348,125585785,132710651,64238212,115891543,70805336,127669392,91783171,94418126,117792494,65590946,110952778,"c1_8"
8991,85484554,132186734,77627415,101810590,122192477,123208302,86609467,82320099,80623350,114824908,99769388,100756796,97783160,106170366,"c1_23"
5300,119017717,92275140,109130801,78381075,98566974,79302653,71304304,114822474,103400438,126646812,129502960,83971577,64499996,77070620,"c1_6"
13850,111706861,102844425,99494930,127271388,121956374,101449729,71232291,108265926,92290657,110541262,117178630,105811607,109211284,72368318,"c1_15"
587,87097384,86254138,99948473,107481006,111150690,96232837,121932911,82357190,102517656,81792371,87465636,87445085,103383785,126615917,"c1_23"
15831,80795916,96735011,99494930,70976865,71827810,132147343,110337944,77875908,99340463,86200799,99962759,93878355,131859045,106954873,"c1_15"
14995,127926533,82842203,119931567,73531436,70779183,99877322,110764035,131187631,110369469,72584055,79533031,77208660,78173439,115605504,"c1_3"
1829,68159076,118508101,72352860,132659841,127580000,94633984,70911397,64225423,80297445,130024286,130163319,117171087,125743135,65406451,"c1_24"
12393,77722415,119670087,68289009,101723588,92013700,106048433,82084934,70805336,75566731,96469330,99887019,105922099,115476330,81141646,"c1_10"
11700,111610401,119670087,114033122,95846281,111160825,91012485,99090619,105513307,116547453,93005268,86515630,111445988,90316707,102184843,"c1_15"
280,121768338,85784337,131597983,64694626,97264386,117194278,77598317,119013393,98115364,85983471,81528355,93544944,108348135,76289738,"c1_6"
426,106430516,81241430,99093850,85208773,92303313,80556832,127026795,119835720,99340463,75691182,73723237,78215164,76683214,125567062,"c1_10"
10131,101777455,92274805,134779777,114049024,122447227,122290386,71873946,81795460,136199060,121177515,129630258,88631294,119993317,72487799,"c1_8"
3881,111739029,97844787,93887500,101727958,103445877,110765719,77672693,107483173,91203309,119543344,112073469,98668547,115428512,77712207,"c1_4"
15481,87031899,97335475,108654886,85524993,87046805,134283318,80560702,108017851,103961295,93005268,85478074,107219373,133189059,111674169,"c1_15"
14367,107614469,77532770,109081454,78912368,71408680,116696837,105649996,114887611,99760661,76846401,86139855,71899258,90257096,106430465,"c1_3"
2941,113019560,113251200,119276352,77862818,115736710,90320597,86001440,106430590,111161713,102797080,118536173,105922099,89792780,111414834,"c1_18"
13430,97287176,102774195,99095965,120586263,87687197,116003695,120881273,100598305,123742095,97139526,73401209,119545558,120199902,116271528,"c1_17"
12543,122224647,75927922,100403162,85460180,77370960,74975809,86025190,118753240,86056454,80216161,87165034,84151055,76680123,97338919,"c1_10"
13273,113253706,132692261,99852458,101712382,111711390,117967596,105383487,118752161,103306597,130293862,104595911,117792494,103546886,85590199,"c1_16"
4531,121774110,70385664,125075762,108083750,102885779,75265222,81363654,119931306,129656787,77090602,81354378,70965983,84690633,91817260,"c1_23"
11499,134778633,81790922,78732876,72892080,70513072,95482737,103879524,126388913,92414148,135667419,118126935,93590411,103383785,102163195,"c1_7"
18215,87097384,114347098,83102644,102563957,111711390,96327335,99302193,81839511,87072685,116417652,104989297,105979940,84412518,97399502,"c1_20"
5013,92344655,110264430,82851921,71821811,87557552,112549533,104989402,95293062,97545806,97047402,104910841,84018268,115675195,107217357,"c1_22"
10496,116916513,103317564,103936307,66617354,76594894,100923777,122447058,119556083,109061061,86507531,87690648,82851077,89653528,121137658,"c1_20"
1287,112207104,97125985,93890601,108288006,98288665,126997732,99080602,114821072,96716487,86686461,100050573,106180354,110142886,100694622,"c1_14"
5331,76547866,102110441,72626802,96639646,97517604,80353995,109996625,71626665,68594602,86639003,99746067,98910168,77691610,120731892,"c1_5"
1181,80263533,108069100,88999438,119635978,111387153,93921424,121706994,95694423,86897390,68533855,80337656,112489423,121657726,116662233,"c1_24"
1434,91712424,114032843,109130801,125847246,115675133,84333514,104103495,89655271,115440324,103810099,104889499,106988205,84688957,110669533,"c1_14"
9093,85816395,102844425,105141623,78917804,77370960,127926822,64712074,89784472,115500974,114198352,126082586,94634355,120382219,71679114,"c1_9"
1456,77329732,87649708,100450899,90309566,107669715,95952901,109839945,76731241,91358129,102797080,99090636,78643343,89669405,111674169,"c1_15"
3367,121787837,70328268,119216065,64694626,67378897,90836567,110141166,125054787,121720124,71350916,74190379,70525050,71406905,121189275,"c1_3"
10068,77167859,83312474,72614325,131875419,127994879,74987553,65273857,75350352,68946008,134761305,136457891,84417270,76886835,65933285,"c1_14"
9986,91751173,127544540,72352569,91759574,103268463,127140813,82254077,94404632,80297445,129866660,129473194,123794479,120199902,81114148,"c1_20"
2427,106488411,86509208,110169383,70976865,66925440,128191095,122447058,105667342,103678842,71350916,74741749,83135303,116107532,120762673,"c1_11"
773,87687169,70458915,93890601,64570466,66324999,122700756,122571744,100989746,90980038,68419846,74715998,76546156,109085570,131141794,"c1_3"
6944,81279059,82065286,99376914,71241662,71303227,123208302,86671771,88924588,98633683,86287223,79989387,87378054,126092499,92200607,"c1_9"
10046,111936578,118491574,130166337,80048114,76284423,83654074,86386156,114899046,127823942,108530671,112178906,118360883,90310346,96862320,"c1_3"
2747,97396036,128190443,125444594,90191156,116785152,126832227,76602012,105746198,123233522,103780118,110624899,111955086,116130715,86473009,"c1_20"
11896,96703804,97528428,103767759,83920755,96997284,106486101,106698002,108400327,103416977,81789247,80957059,87070316,110235321,117042009,"c1_3"
6069,66848218,97131754,84473122,73400621,75923193,111230485,99080602,69462291,74173835,86287223,111214620,104857721,120199902,115346550,"c1_6"
14359,101187612,113285614,114982912,90273132,87033463,112740367,77744374,100598305,111454107,86639003,105908528,112489423,115089128,82265750,"c1_4"
9528,122946356,102629379,82970280,114298417,106781973,100459083,76602012,126175140,75692505,110541262,131102040,105907184,84148235,97484466,"c1_3"
408,100926265,127521199,68354102,91819159,106664118,106313072,71827457,94109783,69423870,130023840,129255555,124384377,110235321,71582087,"c1_1"
7563,132763692,132135619,134749212,84675845,98098035,128191095,81360290,132186733,134604605,126620504,110614667,119614936,119547871,85672814,"c1_10"
4215,91399853,119029109,125133537,119856071,115488558,90501859,71300054,68678263,103306597,116417652,126082586,123801847,83624054,76554257,"c1_5"
8586,96078072,91346561,100403162,83925144,82323509,95947714,81367678,95945691,115924864,102518634,98570895,88116254,89881387,85099457,"c1_9"
18335,106430516,132188754,131696235,114657618,120156481,116696837,71907799,106959930,127664502,125624005,123214976,122815774,109454989,72462916,"c1_20"
2800,71845512,86275761,69206424,96736238,92013700,133971960,120823023,76219354,74481683,72233039,68047213,83571198,120671598,100663642,"c1_7"
17359,100663892,102110441,93852183,115113670,103268463,106439717,117032566,75262164,80866015,86287223,98968283,112784097,120732573,100932420,"c1_8"
16048,76824605,119670087,109504093,121323942,126881034,122684116,95238655,69196667,103416977,129761319,131007559,107219373,126091438,96600064,"c1_15"
4227,80219751,123212132,131709678,126394927,127439076,84847106,71304212,77270248,127971460,109970275,104595537,119573184,83779072,72462916,"c1_5"
9304,122945653,85991007,94409348,65073478,71319716,67123497,115412287,113249066,96923218,77170130,75100942,76728455,66064399,111739509,"c1_16"
17112,118489822,87427491,100140543,72586012,77471548,90236214,99680307,120332917,127928008,86510339,85557408,77653842,84935905,92956452,"c1_8"
14244,127931690,118622856,104333332,96636385,111922311,122596630,110741131,124783353,102762391,120461349,111935985,106430672,115089128,116391949,"c1_6"
12328,71845512,109588792,78389142,126945279,127271531,105909067,116787877,89132840,96716487,67633694,68685108,87052852,109322183,120865401,"c1_10"
7118,101857652,90701900,90034906,84934659,88874467,127916268,121932911,101232019,91234321,85983471,94962175,94283836,126632564,131666591,"c1_23"
11151,121906803,77362018,125306609,108790271,76869905,80358272,127031536,119551942,127435625,81144880,68683543,78133102,84935905,111719828,"c1_17"
19461,133169152,124082388,89694833,83901760,102885779,75300904,66365428,130944201,91758736,135271862,130368921,112865182,72454762,65150922,"c1_1"
13092,91767681,113268733,113985130,101326921,117047725,94398562,99565432,95694423,127664502,86510339,88150809,112865182,90187547,100420609,"c1_15"
8408,91661911,118759572,89191124,83428967,96608029,94222971,104914756,82143793,80410260,103662366,129516650,124292346,126789838,105808553,"c1_22"
15401,107614204,86275761,119216065,101190309,102306182,75141528,105947360,100674996,122954196,75908328,93842834,87297721,78350878,120731892,"c1_3"
5320,119021642,77532770,114692062,95881824,111684883,122751322,121165641,107610276,117182086,85984255,79970986,70939757,114685670,131141794,"c1_21"
1150,72617436,108632968,68681729,114172439,116393670,106772282,70672113,81795460,74173835,134780054,131105510,99352577,108348135,65469868,"c1_9"
14448,122457520,86573215,134779777,120749868,127271531,122951346,86671771,125831465,136394263,115409463,99962759,78119015,114599112,76023427,"c1_19"
1209,128283854,92312602,120225175,79727034,81298075,80092493,115365707,131072100,122457016,77170130,87097872,89143621,72363522,125359693,"c1_5"
5305,117634722,75927922,114696176,97131261,112328993,122701003,121749455,101222377,115351300,85926504,80782412,70846122,115968675,126885171,"c1_21"
14672,81789080,81297677,82838101,70918761,83366575,101783186,121749455,82329384,85131635,75635851,74596352,77653842,84444059,106169139,"c1_11"
11538,77862780,86573215,103907723,83428967,83099688,105468504,105908109,81920178,92224447,80784829,86139855,87314442,115093011,116157648,"c1_10"
9643,71714150,81241430,99098969,83920755,87845406,101283850,105120537,69196667,92927850,105123772,94241523,70779268,89488999,86473009,"c1_11"
9153,81274775,128450956,68354055,71874348,106757009,132651109,71873946,82110938,74581121,126114954,129473194,104857721,119653484,70400694,"c1_6"
6808,127155547,123536239,103876818,83428967,87228718,110750986,81920010,119812460,98648065,126905268,125350538,123208084,120419390,81141646,"c1_1"
10739,86652508,98376766,120764591,108003347,116393670,65539957,120823023,94503291,117319534,86129949,74449024,76821187,66201480,116222342,"c1_16"
15120,97396036,113509300,93852183,65930868,70909952,133251555,122447058,114822474,109367617,103780118,87713797,88246197,127192985,111740014,"c1_16"
5488,106195323,87294474,110166923,80358269,72223287,71874824,86001440,100575640,91781173,70909953,75100942,87618174,84017268,106299399,"c1_10"
5256,65444251,132925797,68005156,133604437,126878096,122505169,77842914,64396881,73926926,130817558,131364184,131226881,120653959,82062652,"c1_23"
12546,128728784,103316718,130503480,96298970,88123825,117754372,99498207,130944201,121923449,85983471,99769388,106725409,76815254,97277420,"c1_14"
9271,91288767,109172747,109112275,90767361,97517879,90914623,104865206,82345986,109579277,109423466,103583499,100024668,95682758,105676355,"c1_1"
12402,117202247,82154186,109393626,66192494,72352423,116055310,116138829,125870181,109061061,71430706,80337656,72102850,84680142,130625548,"c1_20"
14115,80263533,77532770,73711512,90065802,110755847,106313072,110141166,82329384,86507764,68330959,69140485,76809054,103383785,116662233,"c1_15"
17150,92406707,76284950,94123988,85328022,81476009,96232837,70287718,76608265,75759621,71430706,67910824,71304059,89147556,76287310,"c1_8"
17328,106114973,118718102,124256259,127022821,87228617,117457215,120855035,101724866,123233522,109320946,72969252,129111012,125961576,111749783,"c1_17"
564,112728919,119539477,99134005,96470415,102792948,80106535,77265164,119931306,104326755,135283281,137401637,112197638,72090476,77103111,"c1_19"
15920,128188838,113600294,129868348,119635971,126663673,83372885,71569866,126355983,129042559,103780118,94375539,107249801,77226141,70723578,"c1_5"
5849,108008481,82896940,88737304,107497625,107295268,84935411,71996384,95481351,85806091,72508762,81277372,83761759,89791242,71303198,"c1_3"
7594,77628265,77341016,68543429,120857491,127141168,64253252,121766289,75557163,68310137,72518907,81607325,71627678,65161672,126129629,"c1_8"
15720,86652508,114542256,73699549,119856071,127994879,106587849,88087364,89916280,75263958,116392091,118536173,112885941,108071592,100663642,"c1_3"
9798,95947221,128850048,108603798,120749868,127139847,106565047,71827456,89916280,103156607,129733706,130163319,130678850,115127237,70787072,"c1_1"
11102,87294507,124370362,105381891,115113670,116075728,84609793,104084926,90208912,98252503,116166338,104872424,117769709,115378646,96859287,"c1_24"
7232,122571352,82048862,73415019,95958273,107480118,116342751,116495888,93882773,75554333,72383209,94246431,88116254,120588791,125567062,"c1_8"
16959,121896983,91552319,131087720,85208773,92553055,76295826,105476989,124289240,129568476,109408893,99090787,88773834,70916055,110685321,"c1_15"
3246,105938907,77597403,114041759,77871806,70596617,70732796,111187260,94404735,99126300,92321610,123228444,106300341,110235321,120640908,"c1_22"
18214,105952551,103317564,77450911,83428967,66413890,128191095,111223613,126093963,74581121,75635851,93693938,100663296,103606095,126615806,"c1_14"
10452,106430480,86201338,124780554,109192562,97741031,75759619,76817792,81534416,115247147,81397185,99893475,82112284,90964856,100932420,"c1_3"
9177,111739029,109112059,103947935,91255626,111281786,100203479,116415660,119013393,115697673,86638695,79365238,94508601,108225801,116379215,"c1_5"
364,117225561,86254138,114822931,84934659,72223012,66396853,99498207,114295491,93323276,77090602,85555220,83324000,77362549,107309715,"c1_10"
17586,117587980,118884229,113786881,83704069,83100635,112325616,93408517,124059846,115642764,92550316,105126696,112784097,97316970,100733513,"c1_5"
